% Ceci represente la classification de critiques de films en fonction de leur jugement.

@relation critiques
@attribute contenu string
@attribute classe {positive, mixed, negative}

@data
'<unknown> no tidy moral to take away , because a story like this <unknown> end in comfort . instead , your <unknown> leave prickle by its deft deconstruction of the business of <unknown> , and its perceptive set out of the courage and diligence it take to overturn it . ',positive
'To say that <unknown> be not for all taste might be the understatement of the year . for starter , this black comedy have a male rape scene that make the one in <unknown> seem mild by comparison . ',positive
'it confront the hard reality of a world in which few make it to maturity without their share of scar , and no one make it out of adulthood alive . ',positive
'by turn thrilling , disorient and drain , <unknown> exist in a border zone seemingly of its own devise between the art film and the action movie . ',positive
'<unknown> when the walk portion of the Walk arrive that this unevenly script , fact-based thriller achieve its full potential . even without the suspense of uncertainty , the sequence achieve a <unknown> intensity and wonder . ',positive
'War Room be a gold-plate piece of Bible thumping <unknown> resonate with the same audience that watch Jimmy Stewart get touch by an angel every December in <unknown> a <unknown> Life <unknown> and cry next to Christmas tree , despite that <unknown> many hackney religious device . ',positive
'a disorient puzzle of a movie with many exhilarate piece , <unknown> nevertheless maintain a straightforward trajectory involve Michael \'s internal strife . ',positive
'unusual for a <unknown> drama , the film offer no false hope of rescue or resurrection , but do insist that our bear witness matter . ',positive
'F. Gary <unknown> Straight <unknown> Compton start out strong , peak quickly , and then get tangle in complication and compromise and fall apart . ',positive
'its sombre sincerity and hypnotic , <unknown> beauty make <unknown> Peak feel like a film out of time <unknown> but Del Toro , his cast and his crew carry it off without a single postmodern prod or smirk . the film wear its heart on its sleeve , along with its soul and most of its intestine . ',positive
'co-director <unknown> be one of the guiding hand behind the series version of Shaun the Sheep , and that experience in the kind of brisk , <unknown> comedy that make the series so charming show through here in stand-alone scene . ',positive
'Blanchett burn on a high flame , and Redford find the wounded dignity in rather . ',positive
'<unknown> <unknown> make the mistake of exalt his subject as extraordinary individual , or suggest that they be obey some sort of noble high calling . Everest be blunt , businesslike and <unknown> as it begin its long march through the death zone <unknown> something of an achievement . ',positive
'unsurprisingly for a Del Toro film , the production design be the real star of <unknown> Peak . ',positive
'Charlie Kaufman be back <unknown> with a wistful , resonant film , a bracing , wry , honest dose of cinematic melancholy . ',positive
'soar , swoon and gently nostalgic , Brooklyn take melodrama to a new level of reassuring simplicity and emotional transparency . ',positive
'the weirdness of <unknown> <unknown> and , I fear , its involuntary comic value <unknown> arise from a disparity between the sparse and finicky minutia of the narrative and the somewhat bouffant style of the presentation . ',positive
'the film \'s <unknown> action be <unknown> present , but <unknown> be compelling . ',positive
'by now , <unknown> grow accustomed to the signature touch of Zemeckis ( back to the Future , Forrest Gump ) , who be one of the well creative mind to see the innovative narrative potential lie dormant in technical cinematographic advance . this do not always provide the underpinnings for great storey , but Bien <unknown> his movie be almost always quite something to see . ',positive
'the <unknown> <unknown> sequence be the most majestic simulation of a real event since the ship sinking in <unknown> dazzling triumph of <unknown> digital effect , which exhibit <unknown> mastery of both <unknown> and pace . ',positive
'with compassion , a touch of melancholy and a sense of wonder , Brooklyn reveal the profound truth in a simple , familiar story , end on a note <unknown> achingly bittersweet , no matter where <unknown> from . ',positive
'Carol be gorgeous , gently groundbreaking , and might be the sad thing <unknown> ever see . more than hugely accomplish cinema , <unknown> an exquisite work of American art , ripple with a very specific mid-century melancholy , understand love as the risky but most necessary gamble in <unknown> experience . ',positive
